branch,customer,acct,decline_amount,months_gone,last_purchase,rev_2025,rev_2024,rev_2023,txn_count
Dublin,Trailermax Llc                ,3044551,2940.32,8.3,2025-06-23,574.99,1790.41,574.92,12
Dublin,Arledge Construction Inc      ,411494,1252.62,8.4,2025-06-19,1009.62,243.0,0.0,4
Dublin,Shelly Company                ,583656,4807.23,8.7,2025-06-11,818.96,0.0,3988.27,5
Dublin,Darby Creek Horticulture      ,426315,5006.12,8.9,2025-06-06,168.79,456.83,4380.5,13
Dublin,Premier Asphalt & Sealing     ,3041198,4963.06,8.9,2025-06-05,601.38,1000.22,3361.46,18
Dublin,Nick Austin                   ,3078423,3676.41,8.9,2025-06-06,886.8100000000001,2789.6,0.0,8
Dublin,Anderson Concrete Corp        ,411170,11601.36,9.0,2025-06-03,3752.26,0.0,7849.1,5
Dublin,Marker Inc                    ,590960,2476.1800000000003,9.1,2025-05-30,1387.01,854.76,234.41,10
Dublin,Barker Heavy Equipment        ,3069291,7198.93,9.4,2025-05-20,2044.88,287.87,4866.18,7
Dublin,Pickaway Correctional         ,473323,1662.39,9.4,2025-05-21,1662.39,0.0,0.0,3
Dublin,City Of Gahanna               ,435131,4878.13,9.5,2025-05-19,1883.48,146.52,2848.13,14
Dublin,Franklin Co Pleasant Twp      ,434203,4754.08,9.6,2025-05-16,3415.76,1302.92,35.4,7
Dublin,L & R Excavating Inc          ,454011,1618.73,9.9,2025-05-06,200.15,0.0,1418.58,5
Dublin,City Of Grove City            ,439550,37373.73,10.1,2025-05-01,23728.32,13515.41,130.0,8
Dublin,Righter Company Inc           ,477551,27397.77,10.1,2025-04-29,267.07,2576.78,24553.92,21
Dublin,Jmo Excavating                ,3066905,11205.53,10.1,2025-05-01,4038.86,3252.46,3914.21,8
Dublin,Kes Harris Trucking           ,3000376,1155.75,10.1,2025-04-29,291.84000000000003,863.91,0.0,3
Dublin,Tim Hass Builders             ,3013014,4302.849999999999,10.3,2025-04-24,93.22,3249.38,960.25,9
Dublin,Powers Cement Llc             ,3051960,3294.99,10.3,2025-04-23,46.86,514.25,2733.88,6
Dublin,Mike Pettibone                ,472954,1041.75,10.3,2025-04-24,1041.75,0.0,0.0,3
Dublin,William J Lewis               ,457291,2024.72,10.4,2025-04-21,1182.06,112.8,729.86,3
Dublin,Georges Fork Farms Llc        ,3054185,10773.48,10.5,2025-04-16,2749.21,613.93,7410.34,12
Dublin,Rmw Excavating                ,3049291,2220.77,10.5,2025-04-17,207.7,0.0,2013.07,3
Dublin,Hoston Construction           ,3069986,1266.86,10.6,2025-04-15,427.68,18.3,820.88,5
Dublin,Trucco Const Co Inc           ,492414,8677.500000000002,10.7,2025-04-11,401.12,3202.87,5073.51,17
Dublin,Dave Link                     ,3060632,2681.29,10.7,2025-04-11,71.23,1198.74,1411.32,3
Dublin,Hastings And Sons Concrete    ,3094796,4431.44,10.8,2025-04-08,57.73,4373.71,0.0,5
Dublin,Mid-Atlantic Storage          ,465071,3020.67,10.8,2025-04-09,423.46,638.26,1958.95,5
Dublin,Abbruzzese Brothers Inc       ,410045,2522.03,10.8,2025-04-09,487.18,1484.55,550.3,10
Dublin,Shoemaker Webb Agribusiness   ,3082853,1190.38,11.0,2025-04-02,385.72,804.66,0.0,3
Dublin,L & L Management              ,3013556,1078.57,11.2,2025-03-28,232.62,752.6999999999999,93.25,8
Dublin,Skilken Organization          ,485221,1451.62,11.3,2025-03-25,549.65,698.9699999999999,203.0,4
Dublin,Bane-Welker                   ,1544441,2531.34,11.5,2025-03-17,2531.34,0.0,0.0,3
Dublin,Ohio Hi-Point Joint Voc       ,570319,2835.0,11.7,2025-03-12,766.54,1010.83,1057.63,4
Dublin,Rick Waibel Pools             ,3011310,7860.769999999999,11.9,2025-03-05,358.4,0.0,7502.37,5
Dublin,Westervelt Farms              ,3013672,1609.13,12.0,2025-03-03,1609.13,0.0,0.0,4
Evansville,Bobby Glenn                   ,3078638,12520.330000000002,6.2,2025-08-26,2030.36,10489.97,0.0,6
Evansville,Kentucky Garage 10            ,651470,2192.63,6.4,2025-08-19,201.17,610.33,1381.13,4
Evansville,Mt Carmel Stabilization Group ,67221,1583.25,6.4,2025-08-19,920.77,0.0,662.48,5
Evansville,John Merryman                 ,664666,1060.38,6.7,2025-08-11,117.5,332.1,610.78,7
Evansville,Knox Co Highway Department    ,1353091,9189.01,6.9,2025-08-06,408.5100000000001,3903.92,4876.58,7
Evansville,Hazex Construction Co         ,642970,4710.5,7.1,2025-07-29,4310.97,399.53,0.0,4
Evansville,Harrah'S Hose And Hydraulics  ,1741712,16326.46,7.4,2025-07-22,7496.69,1706.74,7123.030000000001,12
Evansville,Bullitt Co Road Department    ,1719113,3742.65,7.4,2025-07-21,2140.08,336.21,1266.36,5
Evansville,Service Electric              ,3068804,23238.63,7.5,2025-07-18,8466.33,5159.71,9612.59,14
Evansville,Kerns Excavating              ,3014207,17476.39,7.6,2025-07-16,3997.51,2155.35,11323.53,10
Evansville,Cave Quarries Trans Inc       ,3003054,1228.61,8.0,2025-07-02,630.85,597.76,0.0,4
Evansville,Eagle Ridge Farms             ,3044036,15183.66,8.3,2025-06-23,4592.21,2094.61,8496.84,8
Evansville,Chastain Excavating           ,1721970,8471.24,8.4,2025-06-19,3349.25,2885.92,2236.07,20
Evansville,Hidden Valley Farms           ,3068697,8519.53,8.7,2025-06-11,7367.42,1043.91,108.2,7
Evansville,Tim Mosbey Farms              ,1767105,1142.45,8.8,2025-06-09,500.45,642.0,0.0,6
Evansville,Cxb Construction Company      ,3095422,31027.75,8.9,2025-06-06,22808.97,8218.779999999999,0.0,7
Evansville,Bickett Farms                 ,3072239,20119.26,8.9,2025-06-05,0.0,19885.88,233.38,9
Evansville,Koberstein Contracting Inc    ,1353103,4223.360000000001,8.9,2025-06-05,1808.29,144.75,2270.32,7
Evansville,E J Equipment                 ,3101135,3531.57,8.9,2025-06-06,3531.57,0.0,0.0,3
Evansville,Jeff Meyers                   ,4000074,2488.94,8.9,2025-06-04,2488.94,0.0,0.0,6
Evansville,Mike Welch                    ,3067518,2013.52,8.9,2025-06-04,194.89,228.63,1590.0,3
Evansville,Kent Recker                   ,3057069,1993.83,8.9,2025-06-04,266.96000000000004,794.4599999999999,932.41,6
Evansville,Mccoy Construction & Forestry ,1730033,52762.27,9.1,2025-05-30,4576.27,2868.11,45317.89,13
Evansville,Dean Knuckles Enterprises     ,3052500,4369.53,9.1,2025-05-29,954.4,661.66,2753.47,14
Evansville,Indiana Dept Of Transportation,1347610,88991.66,9.8,2025-05-09,20636.96,66764.45,1590.25,20
Evansville,Mike Western                  ,1796202,3609.98,9.8,2025-05-09,156.0,2285.88,1168.1,15
Evansville,K & K Excavating Inc          ,1750004,1311.95,9.8,2025-05-09,291.01000000000005,676.5999999999999,344.34000000000003,5
Evansville,Ragle Inc                     ,1775222,9271.62,9.9,2025-05-07,6336.4800000000005,1339.32,1595.82,16
Evansville,Hendrixson Concrete & Construc,3088549,33799.619999999995,10.1,2025-04-30,17372.079999999998,16427.54,0.0,8
Evansville,Keeley & Sons Inc             ,1750736,11102.72,10.1,2025-04-30,934.36,692.47,9475.89,15
Evansville,City Of Evansville Smd        ,1731800,38724.16,10.2,2025-04-25,16084.16,20425.46,2214.54,7
Evansville,Hoffman Diesel Repair         ,3071496,4601.94,10.2,2025-04-28,1624.86,335.52,2641.56,4
Evansville,Harper Brothers               ,3096568,9141.97,10.6,2025-04-14,7594.73,1547.24,0.0,5
Evansville,A Lamont Excavating Llc       ,3055753,21134.94,10.9,2025-04-04,1203.64,13037.56,6893.740000000001,16
Evansville,Pathway Family Farms          ,3072427,1234.7500000000002,11.0,2025-04-03,1178.0400000000002,56.71,0.0,3
Evansville,Rolling Stone Trucking Inc    ,3000991,2611.3,11.3,2025-03-25,369.78,1059.08,1182.44,11
Evansville,Campbell Farms                ,3002290,1454.83,11.3,2025-03-25,1125.6,244.69,84.54,6
Evansville,Double B Excavating           ,3072701,1450.73,11.3,2025-03-24,304.74,1145.99,0.0,3
Evansville,Trinity Tractor Llc           ,3071387,15373.46,11.7,2025-03-12,932.9,2204.89,12235.67,26
Evansville,Morton & Sons Farm Llc        ,3044767,4176.78,11.7,2025-03-11,624.59,682.72,2869.47,14
Evansville,Stamps Farms                  ,3063060,9833.52,11.8,2025-03-10,1973.8,3597.0399999999995,4262.68,11
Evansville,Flaspoehler Landscaping       ,3068719,1848.84,11.9,2025-03-05,683.11,0.0,1165.73,3
Fort Wayne,Blackford Co Highway Dept     ,1215677,25606.12,6.2,2025-08-26,10238.009999999998,5053.11,10315.0,30
Fort Wayne,Indiana Toll Road             ,1247613,25895.8,6.3,2025-08-22,24692.14,0.0,1203.66,3
Fort Wayne,Glen'S Excavating Llc         ,1299915,2564.14,6.3,2025-08-22,1599.09,965.05,0.0,3
Fort Wayne,Walker Farms G P              ,1294420,1981.8,6.3,2025-08-22,269.47,1263.63,448.7,9
Fort Wayne,Tri County Excavating         ,1292256,31379.58,6.4,2025-08-21,815.29,3423.06,27141.23,22
Fort Wayne,Town & Country Paving         ,1292023,16303.83,6.4,2025-08-19,2059.99,8737.39,5506.45,8
Fort Wayne,Gary Morrison                 ,3072595,2549.78,6.4,2025-08-19,1783.94,765.84,0.0,10
Fort Wayne,Columbia City Iron & Metal    ,3063576,1413.71,6.4,2025-08-19,1413.71,0.0,0.0,4
Fort Wayne,Central Paving Inc            ,1221642,19448.78,6.6,2025-08-13,3307.31,12358.49,3782.98,24
Fort Wayne,Pulver Asphalt Paving         ,1274865,13957.07,6.6,2025-08-13,5746.25,5790.5,2420.32,24
Fort Wayne,Newton Co Highway Department  ,1268953,12607.41,6.8,2025-08-07,6159.77,851.17,5596.47,24
Fort Wayne,Rocky Riley Asphalt           ,1277575,3247.17,6.9,2025-08-05,1100.64,1098.82,1047.71,23
Fort Wayne,City Of Columbia City         ,1223546,1666.79,6.9,2025-08-06,356.53,1310.26,0.0,7
Fort Wayne,Wabash Co Highway Dept        ,1294017,26354.12,7.0,2025-08-01,3688.35,4727.03,17938.74,35
Fort Wayne,Wells Co Highway Department   ,1295944,11637.4,7.0,2025-08-01,6928.19,2158.71,2550.5,19
Fort Wayne,Nussbaum Mechanical Llc       ,1269856,1152.34,7.0,2025-08-01,224.34,928.0,0.0,3
Fort Wayne,Jay Co Highway Department     ,1248663,37814.63,7.1,2025-07-29,11147.47,11801.7,14865.46,29
Fort Wayne,Kosciusko Co Highway Dept     ,1253322,35710.73,7.1,2025-07-31,12148.87,11868.24,11693.62,50
Fort Wayne,Adams Co Highway Department   ,1210215,13205.160000000002,7.1,2025-07-30,3659.58,3392.76,6152.820000000001,26
Fort Wayne,St Joseph Co Highway Dept     ,1280154,7096.1,7.1,2025-07-29,1313.0399999999995,863.67,4919.39,10
Fort Wayne,Indiana Dept Of Transportation,1247639,7014.41,7.1,2025-07-29,640.99,4522.71,1850.71,14
Fort Wayne,Sergio Diaz                   ,3069815,4666.58,7.1,2025-07-29,812.7199999999999,2372.38,1481.48,7
Fort Wayne,City Of Fort Wayne            ,1233778,3547.15,7.1,2025-07-30,928.92,62.25,2555.98,9
Fort Wayne,Eagle Dust Control            ,1230026,5240.799999999999,7.2,2025-07-28,4248.4,0.0,992.4,3
Fort Wayne,Marshall Co Highway Department,1263240,100385.88999999998,7.3,2025-07-23,4731.79,73290.15,22363.95,30
Fort Wayne,City Of Fort Wayne            ,1233775,13214.839999999998,7.3,2025-07-23,983.83,11161.63,1069.38,30
Fort Wayne,Lagrange Co Highway Department,1254331,61384.63,7.5,2025-07-18,18428.07,24484.54,18472.02,41
Fort Wayne,Charles Everett               ,4000350,1880.81,7.6,2025-07-14,1880.81,0.0,0.0,3
Fort Wayne,Roadmasters                   ,3062379,1209.2,7.6,2025-07-14,384.82,443.76,380.62,6
Fort Wayne,Resource Recycling Inc        ,3051732,14722.26,7.7,2025-07-11,943.1899999999998,9468.92,4310.15,28
Fort Wayne,Wright Drainage               ,3016351,7792.59,7.8,2025-07-10,587.79,1486.26,5718.54,22
Fort Wayne,City Of Lake Station          ,1254414,4107.38,7.9,2025-07-07,1576.6,2530.78,0.0,4
Fort Wayne,Crawford Excavating Llc       ,3045902,2298.08,7.9,2025-07-07,784.54,1513.54,0.0,7
Fort Wayne,Jeff Sommers                  ,1286093,9583.46,8.2,2025-06-25,135.62,1215.31,8232.53,11
Fort Wayne,Truland Equipment Llc         ,3060976,7038.64,8.3,2025-06-24,1105.54,5459.26,473.84,14
Fort Wayne,Square 1 Builders Inc         ,1286862,12760.11,8.4,2025-06-19,3840.08,3003.61,5916.42,24
Fort Wayne,Eric Bostwick-Earth Works     ,1230104,3659.1,8.5,2025-06-17,1722.8,1363.41,572.89,9
Fort Wayne,Phend & Brown Inc             ,1273120,42109.57,8.6,2025-06-13,5094.08,24530.67,12484.82,25
Fort Wayne,Laporte Street Department     ,1255091,9573.98,8.7,2025-06-10,6274.21,3299.77,0.0,7
Fort Wayne,Asphalt Maintenance Service   ,1278530,4903.22,8.9,2025-06-05,289.06,4473.72,140.44,14
Fort Wayne,Mid American Salt             ,765097,2873.7200000000003,9.0,2025-06-01,1758.33,105.39,1010.0,6
Fort Wayne,Dakota Matting & Env Solutions,3071306,2009.96,9.0,2025-06-02,1847.1,0.0,162.86,4
Fort Wayne,Dewald Excavating             ,1227805,3539.81,9.1,2025-05-30,205.54,1287.82,2046.45,6
Fort Wayne,Knecht Development Llc        ,1252865,6149.6,9.2,2025-05-28,1494.15,104.64,4550.81,16
Fort Wayne,K & S Underground Power       ,1250035,1784.0799999999997,9.2,2025-05-27,612.5699999999999,1099.13,72.38,6
Fort Wayne,Lawnscape Land Management     ,1255719,4840.53,9.3,2025-05-23,4075.54,658.56,106.43,9
Fort Wayne,Brian Fausz                   ,3078621,10135.74,9.6,2025-05-15,53.74,10082.0,0.0,6
Fort Wayne,Starke Co Highway Department  ,1287363,16595.059999999998,9.9,2025-05-07,5011.93,2680.32,8902.81,9
Fort Wayne,John Ward Concrete Inc        ,1294751,4974.52,9.9,2025-05-05,810.0899999999999,0.0,4164.43,11
Fort Wayne,City Of Auburn-Street Depart  ,1211852,3892.08,10.2,2025-04-25,2441.01,0.0,1451.0700000000002,4
Fort Wayne,A & L Repair                  ,3049810,3055.63,10.2,2025-04-25,3055.63,0.0,0.0,4
Fort Wayne,Rock Creek Stone Quarry       ,1278283,3137.13,10.3,2025-04-23,643.52,2493.61,0.0,3
Fort Wayne,Shiery Field Service          ,3068655,39168.97,10.5,2025-04-18,23716.99,15118.55,333.43,7
Fort Wayne,Indiana Dept Of Transportation,1247669,9195.08,10.5,2025-04-17,4884.64,3754.68,555.76,16
Fort Wayne,Waumco Inc                    ,3043218,3796.18,10.7,2025-04-11,555.04,712.8900000000001,2528.25,11
Fort Wayne,Small'S Garden Center         ,1285528,13784.19,10.9,2025-04-04,435.96,2744.38,10603.85,11
Fort Wayne,Derek Flora                   ,3064518,2128.32,11.0,2025-04-03,2128.32,0.0,0.0,4
Fort Wayne,Jeffrey Stanley               ,3099046,2977.53,11.3,2025-03-25,2977.53,0.0,0.0,3
Fort Wayne,Ben Krafft                    ,1253410,3231.6000000000004,11.4,2025-03-21,472.84,602.8,2155.96,9
Fort Wayne,Wagler & Associates           ,3038455,1682.52,11.7,2025-03-13,116.61,491.03,1074.88,3
Fort Wayne,Hostetler Custom Harvesting   ,1246158,4000.150000000001,11.9,2025-03-07,371.3,3628.85,0.0,3
Gallipolis,Austin Powder Company         ,111881,35224.93000000001,6.1,2025-08-29,9042.02,6489.76,19693.15,29
Gallipolis,Jackson Co Liberty Twp        ,448152,4105.2,6.1,2025-08-28,2244.56,1860.64,0.0,7
Gallipolis,Allen Keim                    ,150838,1266.24,6.1,2025-08-29,881.44,384.8,0.0,4
Gallipolis,Gallia Co Huntington Township ,135321,9829.17,6.2,2025-08-25,1813.79,219.94,7795.44,11
Gallipolis,D & W Homes Chillicothe       ,126009,4602.78,6.2,2025-08-27,3848.58,579.2,175.0,6
Gallipolis,Kentucky National Guard Mainte,3101075,4100.43,6.2,2025-08-26,4100.43,0.0,0.0,3
Gallipolis,Athens Co Canaan Twp          ,111831,12175.59,6.4,2025-08-19,5621.61,3168.35,3385.63,18
Gallipolis,Lane Riehle                   ,177480,7551.71,6.4,2025-08-21,1680.0,2525.46,3346.25,18
Gallipolis,S & J Lumber                  ,180009,2969.8300000000004,6.4,2025-08-20,702.11,69.84,2197.88,11
Gallipolis,Meigs Co Lebanon Twp          ,164212,1513.0,6.6,2025-08-13,463.22,24.78,1025.0,5
Gallipolis,Ross Co Springfield Twp       ,79052,1486.9,6.6,2025-08-15,513.4599999999999,326.85,646.59,7
Gallipolis,Eddie H Howery                ,146460,1328.75,6.6,2025-08-15,356.25,582.5,390.0,4
Gallipolis,Lawrence Co Engineer          ,155730,49760.13,6.7,2025-08-11,3925.97,8333.99,37500.17,37
Gallipolis,Legacy Concrete               ,3062780,2500.77,6.7,2025-08-12,1552.34,0.0,948.43,6
Gallipolis,Village Of Piketon            ,173481,2427.63,6.7,2025-08-11,866.9200000000001,773.16,787.55,8
Gallipolis,Ohio Dept Natl Resources      ,470289,4885.07,6.9,2025-08-05,679.94,720.49,3484.64,7
Gallipolis,Meigs Co Sutton Twp           ,164242,2494.28,6.9,2025-08-06,1319.56,779.77,394.95,10
Gallipolis,Jackson Co Hamilton Twp       ,148142,1249.3,6.9,2025-08-04,1249.3,0.0,0.0,3
Gallipolis,Leslie Equipment Co.          ,56955,6622.6,7.1,2025-07-31,956.42,4067.48,1598.7,10
Gallipolis,Robert W Roll                 ,178560,5174.900000000001,7.1,2025-07-29,5060.81,0.0,114.09,3
Gallipolis,City Of Wellston              ,195961,2382.45,7.1,2025-07-30,1183.62,784.37,414.46,4
Gallipolis,Howard Farm                   ,146322,1389.61,7.1,2025-07-31,145.77,556.76,687.08,9
Gallipolis,Asphalt Contractors           ,611755,24068.33,7.4,2025-07-22,8189.56,447.72,15431.05,25
Gallipolis,Letart Corporation            ,157000,3782.1,7.4,2025-07-21,1051.87,2551.23,179.0,9
Gallipolis,Ab Contracting Inc            ,3055336,3529.93,7.5,2025-07-18,860.67,363.77,2305.49,9
Gallipolis,Tom Holstein                  ,145610,2499.7500000000005,7.5,2025-07-18,49.05,2028.07,422.63,12
Gallipolis,Lance'S Trailer Sales         ,3001746,2957.34,7.6,2025-07-14,165.95,130.59,2660.8,5
Gallipolis,Glen Stone                    ,3082116,1230.58,7.6,2025-07-14,33.3,1197.28,0.0,3
Gallipolis,Tim Caldwell                  ,120150,1112.89,7.6,2025-07-16,256.5,250.57,605.82,9
Gallipolis,Frank Mullet                  ,3037870,2702.7200000000003,7.7,2025-07-11,33.3,204.67,2464.75,7
Gallipolis,City Of Waverly               ,195250,14082.44,7.8,2025-07-10,4477.58,977.89,8626.970000000001,12
Gallipolis,Meigs Co Salisbury Twp        ,164240,9425.44,7.8,2025-07-08,3816.72,1898.84,3709.88,22
Gallipolis,Cameron Salyers               ,3051507,4143.31,7.8,2025-07-09,521.81,3621.5,0.0,4
Gallipolis,Martin Block Co               ,148148,3229.19,8.0,2025-07-03,1362.49,1866.7,0.0,4
Gallipolis,Jackson Co Scioto Twp         ,148171,2693.35,8.0,2025-07-03,2391.77,50.52,251.06,8
Gallipolis,J N H Construction            ,148017,1280.36,8.0,2025-07-02,337.93,0.0,942.43,3
Gallipolis,Jeremy Grace                  ,3063417,1356.53,8.1,2025-06-30,821.63,534.9,0.0,3
Gallipolis,Famco Inc                     ,3055605,2807.88,8.2,2025-06-25,118.02,1027.19,1662.67,14
Gallipolis,Village Of Coal Grove         ,122992,2259.4300000000003,8.3,2025-06-24,692.03,950.13,617.27,7
Gallipolis,Shawnee State Forest          ,183481,1747.98,8.3,2025-06-24,1001.95,468.74,277.29,6
Gallipolis,D V Weber Construction Inc    ,195410,8756.84,8.5,2025-06-16,6728.93,211.13,1816.78,9
Gallipolis,Dan Sickels Inc               ,184324,7063.23,8.5,2025-06-18,4920.7,153.05,1989.48,7
Gallipolis,Gallia Co Perry Township      ,135301,2750.51,8.6,2025-06-13,1436.06,410.76,903.69,8
Gallipolis,Gallia Co Springfield Twp     ,135341,3419.06,8.7,2025-06-10,428.66,957.67,2032.73,15
Gallipolis,Newsom Equipment Rentals Llc  ,3068844,6031.79,8.9,2025-06-04,3043.85,548.1,2439.84,5
Gallipolis,Odnr-Parks & Recreation       ,170146,1917.21,8.9,2025-06-05,1917.21,0.0,0.0,3
Gallipolis,Waterloo Coal Company         ,195036,1809.66,9.1,2025-05-29,146.05,1663.61,0.0,7
Gallipolis,Twin River Hardwoods Inc      ,192840,9197.76,9.2,2025-05-28,275.66,8922.1,0.0,5
Gallipolis,Lawrence Co Perry Twp         ,55751,2275.34,9.2,2025-05-28,1577.5500000000002,0.0,697.79,4
Gallipolis,Prater Construction           ,3016348,1368.77,9.2,2025-05-28,1049.37,319.40000000000003,0.0,4
Gallipolis,High Road Truck Repair        ,3047265,2488.87,9.3,2025-05-23,352.02,416.79,1720.06,4
Gallipolis,Mullins Construction Co       ,167490,12120.67,9.4,2025-05-22,30.4,6638.75,5451.52,16
Gallipolis,Pixelle Specialty Solutions   ,3067244,11827.02,9.4,2025-05-20,762.85,515.9,10548.27,7
Gallipolis,"Turman Morton, Inc            ",3055361,7799.01,9.4,2025-05-20,5578.61,807.96,1412.44,12
Gallipolis,Paul Goff                     ,3066637,1992.6,9.4,2025-05-21,4.5,1837.18,150.92,4
Gallipolis,Hecla Water Assoc Inc         ,3047218,1858.69,9.4,2025-05-21,733.4699999999999,1125.22,0.0,7
Gallipolis,American Hydraulic Services   ,610954,19288.92,9.5,2025-05-19,7005.650000000001,12283.27,0.0,9
Gallipolis,Pike Co Camp Creek Twp        ,173501,9802.429999999998,9.6,2025-05-14,339.52,448.38,9014.53,6
Gallipolis,Hocking Co Green Twp          ,144901,4330.719999999999,9.6,2025-05-14,2574.58,131.84,1624.3,11
Gallipolis,Ohio Division Of Forestry     ,470281,4125.7,9.6,2025-05-14,219.94,0.0,3905.76,4
Gallipolis,Martin Givens Excavating Inc  ,437271,1806.22,9.6,2025-05-14,637.24,357.3,811.68,10
Gallipolis,J W Atkins & Sons             ,111813,1738.56,9.6,2025-05-14,571.59,689.6,477.37,8
Gallipolis,Gallia Co Addison Township    ,135322,8585.76,9.8,2025-05-08,1258.92,3255.9,4070.94,6
Gallipolis,Apex Pipeline Svc Inc         ,3058360,5620.540000000001,9.8,2025-05-09,396.35,5224.1900000000005,0.0,3
Gallipolis,Meigs Co Scipio Twp           ,164230,5419.52,9.9,2025-05-06,4829.79,0.0,589.73,12
Gallipolis,Ohio Valley Engine Repair     ,199338,3839.94,9.9,2025-05-06,426.37000000000006,1184.13,2229.44,29
Gallipolis,Harlan Flinders               ,3050534,2344.04,9.9,2025-05-07,2344.04,0.0,0.0,3
Gallipolis,Justin Chapman                ,121873,1125.94,10.1,2025-05-01,1011.78,35.7,78.46000000000001,6
Gallipolis,Conley River Terminal         ,123787,2573.73,10.2,2025-04-25,503.38,0.0,2070.35,5
Gallipolis,Brian Pinkerman               ,3046773,1612.71,10.2,2025-04-25,904.12,562.16,146.43,5
Gallipolis,Scioto Co Rush Twp            ,482372,1563.65,10.4,2025-04-21,463.0,1100.65,0.0,5
Gallipolis,C & B Material Handling Llc   ,3068709,8948.91,10.5,2025-04-17,1155.94,72.94999999999999,7720.02,11
Gallipolis,Mcarthur Lumber & Post Llc    ,3043267,4714.79,10.5,2025-04-16,1033.14,1800.53,1881.12,15
Gallipolis,Crede Lawn Service            ,125116,3894.55,10.7,2025-04-11,3097.73,796.82,0.0,4
Gallipolis,Athens Co Rome Twp            ,111812,2296.42,10.8,2025-04-09,524.04,994.65,777.73,8
Gallipolis,Hall Xcavation                ,140651,1628.95,10.8,2025-04-07,170.7,989.44,468.81,4
Gallipolis,Ridgeline Llc                 ,177432,1155.41,11.0,2025-04-02,551.95,18.32,585.14,6
Gallipolis,Swancrest Farms               ,189618,1491.7700000000002,11.2,2025-03-27,334.66,352.36,804.7500000000002,4
Gallipolis,Lawrence Economic Devlop Corp ,3048731,1197.61,11.5,2025-03-17,841.4499999999999,344.88,11.279999999999973,4
Gallipolis,Double E Enterprise Llc       ,129009,1967.65,11.6,2025-03-14,752.3,235.25,980.1,8
Gallipolis,R K Construction              ,3001174,6458.9,11.7,2025-03-11,152.21,1950.84,4355.849999999999,11
Gallipolis,High Torque Equipment         ,3071878,1550.75,11.7,2025-03-13,310.12,0.0,1240.63,3
Gallipolis,Gallipolis City Schools       ,135337,4919.22,11.9,2025-03-06,4919.22,0.0,0.0,5
Gallipolis,Athens Co Ames Twp            ,111791,2651.23,11.9,2025-03-06,452.31,124.35,2074.57,6
Gallipolis,Buckeye Rural Electric        ,118942,4921.450000000001,12.0,2025-03-04,76.5,167.25,4677.700000000001,3
Gallipolis,Gallia Co Morgan Twp          ,135281,4182.07,12.0,2025-03-04,1605.3200000000002,2576.75,0.0,4
Gallipolis,Jackson Co Engineer           ,149951,3372.55,12.0,2025-03-04,961.6,1826.97,583.98,10
Heath,Clint Appleman                ,1511387,11764.59,6.1,2025-08-29,3525.9800000000005,8052.49,186.12,8
Heath,Lane'S Lawn & Landscape       ,3049014,6467.030000000001,6.1,2025-08-28,2055.52,1148.32,3263.19,15
Heath,Wolfe Family Farms Llc        ,1598221,4954.05,6.1,2025-08-29,251.75,3889.8,812.5,10
Heath,Thayer Power & Communication  ,290780,23350.92,6.2,2025-08-26,14714.39,1267.84,7368.69,13
Heath,R & R General Contracting Llc ,1566761,14643.06,6.2,2025-08-27,3928.14,5729.63,4985.290000000001,28
Heath,Knox Co Butler Twp            ,53031,7296.639999999999,6.3,2025-08-22,423.67,5208.16,1664.81,6
Heath,Tru Asphalt                   ,3052745,5044.91,6.4,2025-08-21,4364.76,680.15,0.0,5
Heath,Knox Co Milford Twp           ,53050,1319.09,6.4,2025-08-21,1005.34,0.0,313.75,6
Heath,Perry Co Thorn Twp            ,472631,3616.85,6.6,2025-08-15,481.78,1606.59,1528.48,12
Heath,James Beard                   ,1514016,1714.19,6.6,2025-08-14,1714.19,0.0,0.0,5
Heath,Village Of Buckeye Lake       ,1518948,6354.29,6.7,2025-08-12,2112.57,0.0,4241.72,8
Heath,Carl Hains Co                 ,40350,5843.11,6.7,2025-08-12,356.25,642.6999999999999,4844.16,10
Heath,Miller Brothers Const Llc     ,1565309,2235.71,6.7,2025-08-12,410.21,807.4,1018.1,4
Heath,Dynamic Construction          ,1529982,4071.18,7.0,2025-08-01,1668.85,2242.64,159.69,8
Heath,Spires Paving Co              ,86641,1348.99,7.0,2025-08-01,479.71,-5.684341886080803e-14,869.28,6
Heath,Michael Stutske               ,1589299,27484.67,7.1,2025-07-30,5792.08,8777.84,12914.75,30
Heath,Knox Transit Llc              ,3054255,1895.66,7.1,2025-07-31,746.6800000000001,716.37,432.61,5
Heath,Licking Co Union Twp          ,57361,15939.85,7.2,2025-07-28,4840.09,7696.44,3403.32,14
Heath,Hershberger & Sons Concrete   ,3051590,6577.76,7.2,2025-07-28,4466.61,274.9,1836.25,9
Heath,Perry Co Engineer             ,74950,42461.24,7.4,2025-07-22,3926.71,12012.19,26522.34,42
Heath,Bowman Farms                  ,1516981,1349.39,7.4,2025-07-22,210.45,0.0,1138.94,4
Heath,Houston Plumbing & Htg        ,46270,8546.22,7.5,2025-07-17,3556.22,4990.0,0.0,7
Heath,Odnr State Wide Dredge Crew   ,1570231,5851.650000000001,7.5,2025-07-17,444.86,95.8,5310.990000000001,12
Heath,Dreams Excavating & Paving Llp,3047210,27213.25,7.6,2025-07-14,3361.23,16139.4,7712.62,46
Heath,Truck Pro Enterprises         ,1585642,20314.85,7.6,2025-07-15,14185.97,6128.88,0.0,4
